date,location,crime_type,perp_age,perp_gender,perp_occupation,motive,status
2024-07-19,Bali,Pencurian Kendaraan Bermotor,30,Laki-laki,Pegawai Swasta,Dendam,Selesai
2023-03-14,Sulawesi Selatan,Penyalahgunaan Narkoba,17,Laki-laki,Mahasiswa,Keserakahan,Selesai
2021-03-21,Kalimantan Selatan,Pencurian,20,Perempuan,Guru,Dendam,Dalam Proses
2024-01-21,Jawa Tengah,Penipuan,38,Perempuan,PNS,Gangguan Mental,Belum Terselesaikan
2020-12-20,Riau,Penganiayaan,33,Perempuan,Pelajar,Pengaruh Lingkungan,Dalam Proses
2023-12-10,Nusa Tenggara Barat,Pencurian,27,Perempuan,Sopir,Dendam,Selesai
2023-05-04,Jawa Timur,Penipuan,32,Laki-laki,Tukang,Kebutuhan Mendesak,Selesai
2020-03-17,Sulawesi Utara,Pencurian,20,Laki-laki,Guru,Keserakahan,Selesai
2022-02-20,Jawa Tengah,Penganiayaan,23,Laki-laki,Buruh,Ekonomi,Selesai
2024-04-27,Jawa Barat,Pencurian,27,Laki-laki,PNS,Konflik Personal,Selesai
2024-12-06,Sumatera Utara,Pencurian,30,Laki-laki,Polisi,Tekanan Sosial,Selesai
2022-05-03,Jawa Timur,Pencurian,41,Perempuan,TNI,Dendam,Dalam Proses
2024-11-16,Sumatera Utara,Perampokan,17,Laki-laki,Perawat,Kecanduan,Selesai
2024-03-11,Jawa Tengah,Pencurian,19,Laki-laki,Tukang,Keserakahan,Selesai
2020-01-24,Sumatera Barat,Pencurian,26,Laki-laki,Tukang,Ketidaktahuan Hukum,Selesai
2022-02-22,Bengkulu,Pencurian,33,Laki-laki,Tidak Bekerja,Kebutuhan Mendesak,Belum Terselesaikan
2022-12-09,Sumatera Utara,Penipuan,24,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2023-01-10,Jawa Tengah,Pemerkosaan,35,Perempuan,Sopir,Cemburu,Selesai
2021-10-31,Sumatera Selatan,Penganiayaan,37,Perempuan,Wiraswasta,Pengaruh Lingkungan,Selesai
2021-03-28,Sumatera Selatan,Pemerkosaan,22,Laki-laki,Pedagang,Ekonomi,Selesai
2023-10-11,Kalimantan Timur,Pencurian Kendaraan Bermotor,26,Laki-laki,Guru,Tekanan Sosial,Selesai
2022-07-01,Kalimantan Timur,Pencurian,30,Laki-laki,Perawat,Keserakahan,Selesai
2023-03-24,Jawa Barat,Penyalahgunaan Narkoba,26,Perempuan,Wiraswasta,Dendam,Dalam Proses
2021-03-30,Jawa Tengah,Pencurian Kendaraan Bermotor,42,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Selesai
2024-05-29,Riau,Pencurian,31,Laki-laki,Mahasiswa,Cemburu,Dalam Proses
2020-09-27,Sumatera Selatan,Pembunuhan,15,Perempuan,PNS,Dendam,Selesai
2022-09-01,Bali,Pencurian,30,Perempuan,Sopir,Pengaruh Lingkungan,Selesai
2020-04-10,Sumatera Barat,Pemerkosaan,41,Perempuan,Wiraswasta,Tekanan Sosial,Dalam Proses
2021-06-21,Papua,Penipuan,26,Laki-laki,Buruh,Tekanan Sosial,Selesai
2022-10-24,Jawa Barat,Pencurian,17,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Selesai
2020-09-24,Sulawesi Utara,Penganiayaan,29,Laki-laki,Perawat,Cemburu,Belum Terselesaikan
2022-09-11,DKI Jakarta,Kekerasan Dalam Rumah Tangga,18,Laki-laki,Wiraswasta,Kecanduan,Dalam Proses
2022-09-26,Jawa Timur,Pemerkosaan,31,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Selesai
2023-03-16,DKI Jakarta,Pencurian,29,Laki-laki,Petani,Provokasi,Selesai
2023-06-15,Sumatera Barat,Korupsi,26,Perempuan,Guru,Provokasi,Dalam Proses
2021-05-19,Lampung,Perampokan,26,Laki-laki,Petani,Dendam,Selesai
2021-06-29,Jawa Tengah,Penganiayaan,22,Perempuan,Perawat,Tekanan Sosial,Selesai
2021-10-24,Sulawesi Selatan,Perampokan,28,Laki-laki,Tukang,Keserakahan,Selesai
2020-07-02,Sulawesi Selatan,Korupsi,40,Perempuan,Buruh,Ketidaktahuan Hukum,Selesai
2022-04-27,Sumatera Selatan,Penipuan,20,Perempuan,Mahasiswa,Konflik Personal,Selesai
2021-12-14,DKI Jakarta,Penipuan,20,Laki-laki,Petani,Konflik Personal,Selesai
2021-12-06,DKI Jakarta,Penganiayaan,23,Perempuan,Sopir,Ketidaktahuan Hukum,Selesai
2020-02-19,Papua,Penganiayaan,18,Laki-laki,Perawat,Kebutuhan Mendesak,Dalam Proses
2020-12-12,DKI Jakarta,Pencurian,26,Perempuan,PNS,Keserakahan,Belum Terselesaikan
2024-08-09,Jawa Timur,Penganiayaan,45,Laki-laki,Perawat,Gangguan Mental,Belum Terselesaikan
2023-06-30,Sulawesi Utara,Korupsi,34,Laki-laki,Pedagang,Gangguan Mental,Selesai
2020-04-01,Maluku,Pencurian,22,Perempuan,TNI,Kecanduan,Selesai
2021-02-12,Sulawesi Utara,Penipuan,18,Laki-laki,Tukang,Konflik Personal,Selesai
2020-11-15,Kalimantan Timur,Pencurian,23,Laki-laki,Perawat,Pengaruh Lingkungan,Selesai
2024-10-12,Jawa Timur,Pembunuhan,25,Laki-laki,Buruh,Dendam,Dalam Proses
2024-02-23,Jawa Tengah,Penipuan,31,Laki-laki,Tidak Bekerja,Kecanduan,Selesai
2023-06-25,DKI Jakarta,Pencurian,22,Laki-laki,TNI,Cemburu,Selesai
2024-11-14,DKI Jakarta,Pencurian,29,Perempuan,Polisi,Kebutuhan Mendesak,Selesai
2020-01-29,Kalimantan Timur,Penipuan,35,Laki-laki,PNS,Pengaruh Lingkungan,Dalam Proses
2024-07-05,Sumatera Utara,Pembunuhan,41,Laki-laki,Buruh,Kebutuhan Mendesak,Belum Terselesaikan
2022-07-10,Sulawesi Selatan,Pencurian Kendaraan Bermotor,15,Perempuan,Pelajar,Ekonomi,Belum Terselesaikan
2021-11-10,Riau,Penipuan,40,Perempuan,Petani,Pengaruh Lingkungan,Selesai
2023-01-06,Sumatera Barat,Pencurian,32,Laki-laki,Petani,Kecanduan,Dalam Proses
2023-01-24,Sumatera Selatan,Pencurian,26,Laki-laki,Wiraswasta,Kebutuhan Mendesak,Selesai
2023-01-28,Jawa Barat,Pembunuhan,26,Perempuan,Pelajar,Keserakahan,Selesai
2024-02-03,DKI Jakarta,Penganiayaan,17,Perempuan,Pedagang,Pengaruh Lingkungan,Selesai
2023-12-02,Jawa Timur,Pencurian Kendaraan Bermotor,36,Laki-laki,Tukang,Ekonomi,Belum Terselesaikan
2022-02-10,Kalimantan Timur,Korupsi,35,Laki-laki,Sopir,Ketidaktahuan Hukum,Dalam Proses
2022-12-14,Jawa Tengah,Penipuan,22,Laki-laki,Tidak Bekerja,Kebutuhan Mendesak,Selesai
2020-12-14,Sulawesi Utara,Pencurian,35,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Dalam Proses
2021-02-15,Jawa Barat,Penganiayaan,20,Laki-laki,Perawat,Pengaruh Lingkungan,Selesai
2023-06-19,Bengkulu,Pencurian,18,Laki-laki,Pegawai Swasta,Ekonomi,Selesai
2022-08-10,Sumatera Selatan,Penipuan,37,Laki-laki,Tukang,Ekonomi,Selesai
2020-05-16,Kalimantan Timur,Penipuan,35,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Selesai
2021-07-09,Jawa Timur,Penganiayaan,19,Laki-laki,Tukang,Ketidaktahuan Hukum,Selesai
2022-01-07,Kalimantan Timur,Penganiayaan,36,Laki-laki,Polisi,Dendam,Dalam Proses
2020-02-09,Sumatera Barat,Penganiayaan,46,Laki-laki,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2022-03-02,Jawa Barat,Pencurian,29,Laki-laki,Petani,Tekanan Sosial,Belum Terselesaikan
2022-11-07,Jawa Timur,Pencurian,33,Perempuan,Guru,Dendam,Dalam Proses
2021-10-08,Bali,Pencurian,32,Laki-laki,Pelajar,Keserakahan,Selesai
2022-12-24,Kalimantan Selatan,Pencurian,15,Laki-laki,Buruh,Cemburu,Belum Terselesaikan
2021-02-11,Jawa Barat,Penipuan,24,Perempuan,Wiraswasta,Gangguan Mental,Selesai
2023-02-22,Kalimantan Timur,Pembunuhan,34,Laki-laki,TNI,Pengaruh Lingkungan,Selesai
2020-02-14,DKI Jakarta,Penipuan,15,Perempuan,Tidak Bekerja,Kecanduan,Selesai
2022-12-20,Sumatera Barat,Penipuan,31,Laki-laki,Pegawai Swasta,Konflik Personal,Dalam Proses
2022-09-30,Jawa Timur,Pencurian,27,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Dalam Proses
2020-11-17,DKI Jakarta,Pencurian,31,Perempuan,Tidak Bekerja,Konflik Personal,Selesai
2023-11-02,Sumatera Utara,Pemerkosaan,23,Perempuan,PNS,Konflik Personal,Dalam Proses
2023-07-04,Sulawesi Utara,Penyalahgunaan Narkoba,36,Perempuan,Pegawai Swasta,Kecanduan,Selesai
2022-10-23,DKI Jakarta,Pencurian Kendaraan Bermotor,26,Laki-laki,Pegawai Swasta,Ekonomi,Belum Terselesaikan
2023-07-05,Jawa Timur,Pencurian,27,Perempuan,Pegawai Swasta,Tekanan Sosial,Belum Terselesaikan
2024-12-28,Jawa Timur,Penganiayaan,15,Laki-laki,Polisi,Ekonomi,Selesai
2023-02-10,Sumatera Utara,Pencurian,30,Laki-laki,Pegawai Swasta,Kecanduan,Belum Terselesaikan
2020-11-06,Papua,Kekerasan Dalam Rumah Tangga,23,Perempuan,PNS,Tekanan Sosial,Selesai
2023-09-07,Sumatera Utara,Pencurian,29,Perempuan,Pedagang,Dendam,Selesai
2024-02-03,Sulawesi Selatan,Pencurian,29,Laki-laki,Mahasiswa,Provokasi,Dalam Proses
2023-10-20,Jawa Timur,Kekerasan Dalam Rumah Tangga,38,Perempuan,Sopir,Ketidaktahuan Hukum,Belum Terselesaikan
2023-11-06,Jawa Tengah,Pencurian Kendaraan Bermotor,27,Laki-laki,Petani,Tekanan Sosial,Selesai
2021-05-07,Jawa Timur,Pembunuhan,38,Perempuan,Sopir,Cemburu,Selesai
2022-05-23,Maluku,Pencurian,27,Perempuan,Pegawai Swasta,Keserakahan,Selesai
2021-11-05,Sumatera Utara,Penipuan,24,Laki-laki,Pelajar,Provokasi,Selesai
2020-09-26,Jawa Barat,Penganiayaan,19,Perempuan,Petani,Ketidaktahuan Hukum,Selesai
2020-10-10,Nusa Tenggara Barat,Penyalahgunaan Narkoba,36,Laki-laki,Sopir,Provokasi,Dalam Proses
2023-11-01,DKI Jakarta,Pemerkosaan,37,Perempuan,Perawat,Kecanduan,Selesai
2024-11-01,Sulawesi Selatan,Pencurian,33,Perempuan,Pedagang,Kebutuhan Mendesak,Selesai
2023-11-11,Sumatera Utara,Penyalahgunaan Narkoba,34,Laki-laki,Guru,Provokasi,Dalam Proses
2020-10-03,DKI Jakarta,Pencurian,45,Laki-laki,Mahasiswa,Cemburu,Selesai
2023-09-05,Jawa Barat,Pencurian,25,Laki-laki,TNI,Keserakahan,Selesai
2020-11-19,Kalimantan Timur,Penipuan,33,Laki-laki,PNS,Dendam,Selesai
2023-02-15,Bali,Pencurian,35,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Selesai
2020-08-30,Sumatera Selatan,Penganiayaan,15,Laki-laki,Pedagang,Konflik Personal,Selesai
2024-09-15,Jawa Barat,Pencurian,18,Laki-laki,TNI,Cemburu,Selesai
2024-01-29,Jawa Tengah,Pencurian Kendaraan Bermotor,29,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2024-12-07,Jawa Tengah,Pencurian,28,Laki-laki,Mahasiswa,Tekanan Sosial,Belum Terselesaikan
2021-09-13,Bengkulu,Pencurian,26,Laki-laki,Pelajar,Pengaruh Lingkungan,Selesai
2024-08-09,DKI Jakarta,Penganiayaan,18,Laki-laki,TNI,Ketidaktahuan Hukum,Selesai
2024-02-21,DKI Jakarta,Penipuan,35,Laki-laki,Pegawai Swasta,Cemburu,Selesai
2024-05-14,Bengkulu,Perampokan,31,Perempuan,Petani,Dendam,Dalam Proses
2020-09-26,Bali,Penyalahgunaan Narkoba,29,Perempuan,Pedagang,Ekonomi,Dalam Proses
2024-04-10,Bali,Penyalahgunaan Narkoba,40,Laki-laki,Sopir,Keserakahan,Selesai
2021-06-30,Maluku,Penganiayaan,21,Perempuan,Sopir,Keserakahan,Dalam Proses
2023-06-08,Sulawesi Utara,Penyalahgunaan Narkoba,24,Laki-laki,Petani,Keserakahan,Selesai
2021-04-20,DKI Jakarta,Pembunuhan,29,Laki-laki,Petani,Ketidaktahuan Hukum,Selesai
2020-02-23,Papua,Pencurian,22,Perempuan,PNS,Dendam,Selesai
2023-11-10,DKI Jakarta,Penipuan,24,Laki-laki,Perawat,Gangguan Mental,Dalam Proses
2020-10-01,Sulawesi Utara,Penipuan,28,Laki-laki,Wiraswasta,Keserakahan,Dalam Proses
2022-08-18,Sumatera Selatan,Pencurian,40,Perempuan,Guru,Ketidaktahuan Hukum,Dalam Proses
2022-02-04,Riau,Pencurian,38,Perempuan,Pedagang,Tekanan Sosial,Selesai
2022-10-03,Kalimantan Timur,Pencurian,38,Perempuan,Pelajar,Cemburu,Selesai
2020-12-01,Sumatera Barat,Pencurian,23,Perempuan,Petani,Kecanduan,Belum Terselesaikan
2020-03-07,DKI Jakarta,Pemerkosaan,26,Perempuan,Mahasiswa,Ekonomi,Selesai
2021-07-06,Kalimantan Timur,Penipuan,33,Laki-laki,Mahasiswa,Kecanduan,Selesai
2024-02-29,Jawa Barat,Pembunuhan,19,Perempuan,Tukang,Kecanduan,Selesai
2024-03-31,Sumatera Barat,Pencurian Kendaraan Bermotor,15,Perempuan,Petani,Dendam,Selesai
2020-12-28,Sumatera Utara,Kekerasan Dalam Rumah Tangga,16,Laki-laki,TNI,Gangguan Mental,Selesai
2024-11-10,Kalimantan Selatan,Perampokan,16,Perempuan,Sopir,Gangguan Mental,Dalam Proses
2023-11-09,Jawa Barat,Pencurian,32,Laki-laki,PNS,Gangguan Mental,Selesai
2024-12-22,Nusa Tenggara Barat,Kekerasan Dalam Rumah Tangga,25,Laki-laki,Petani,Tekanan Sosial,Belum Terselesaikan
2022-04-09,Jawa Timur,Penganiayaan,21,Laki-laki,Perawat,Ekonomi,Selesai
2023-05-30,DKI Jakarta,Penipuan,22,Laki-laki,Guru,Tekanan Sosial,Selesai
2024-01-14,DKI Jakarta,Pembunuhan,22,Perempuan,PNS,Tekanan Sosial,Dalam Proses
2023-06-06,Jawa Barat,Pencurian,19,Perempuan,Guru,Keserakahan,Selesai
2023-05-01,Sulawesi Selatan,Penipuan,22,Perempuan,Wiraswasta,Provokasi,Belum Terselesaikan
2023-08-06,DKI Jakarta,Penganiayaan,15,Laki-laki,TNI,Pengaruh Lingkungan,Selesai
2024-05-30,Nusa Tenggara Barat,Penipuan,29,Perempuan,Tidak Bekerja,Provokasi,Dalam Proses
2020-08-11,DKI Jakarta,Pencurian,32,Laki-laki,Pelajar,Gangguan Mental,Selesai
2024-08-20,Sumatera Utara,Penganiayaan,27,Perempuan,TNI,Ekonomi,Belum Terselesaikan
2024-12-02,Bali,Pencurian,32,Laki-laki,Petani,Provokasi,Selesai
2023-01-06,Jawa Timur,Penipuan,26,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Belum Terselesaikan
2020-03-21,DKI Jakarta,Penganiayaan,38,Perempuan,Wiraswasta,Tekanan Sosial,Selesai
2022-11-23,Sumatera Selatan,Pencurian,24,Laki-laki,Perawat,Ketidaktahuan Hukum,Selesai
2020-04-10,Jawa Barat,Penipuan,34,Laki-laki,Petani,Kebutuhan Mendesak,Selesai
2022-06-19,Sumatera Utara,Penganiayaan,43,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Selesai
2024-05-03,Sulawesi Selatan,Pemerkosaan,34,Laki-laki,Polisi,Kebutuhan Mendesak,Selesai
2022-08-02,Sumatera Utara,Penganiayaan,25,Perempuan,Pedagang,Tekanan Sosial,Selesai
2021-08-25,Sumatera Utara,Pembunuhan,28,Laki-laki,Sopir,Ekonomi,Selesai
2023-11-14,Bengkulu,Pemerkosaan,24,Laki-laki,Wiraswasta,Cemburu,Belum Terselesaikan
2022-08-07,Sumatera Barat,Pemerkosaan,39,Laki-laki,Polisi,Ketidaktahuan Hukum,Selesai
2022-07-14,Bengkulu,Penganiayaan,25,Laki-laki,Buruh,Pengaruh Lingkungan,Selesai
2022-10-22,Sumatera Utara,Penipuan,24,Perempuan,Buruh,Cemburu,Selesai
2024-05-13,Bengkulu,Pencurian,21,Perempuan,Sopir,Pengaruh Lingkungan,Belum Terselesaikan
2023-01-24,Sulawesi Utara,Penganiayaan,29,Laki-laki,Pedagang,Tekanan Sosial,Dalam Proses
2022-04-26,Maluku,Kekerasan Dalam Rumah Tangga,24,Laki-laki,PNS,Gangguan Mental,Selesai
2020-02-21,Sulawesi Selatan,Pemerkosaan,22,Perempuan,Pedagang,Gangguan Mental,Dalam Proses
2023-04-23,Sumatera Utara,Penyalahgunaan Narkoba,36,Laki-laki,TNI,Pengaruh Lingkungan,Dalam Proses
2021-02-17,Sumatera Barat,Pemerkosaan,25,Laki-laki,TNI,Gangguan Mental,Selesai
2020-07-03,Sulawesi Selatan,Penganiayaan,25,Laki-laki,Pegawai Swasta,Konflik Personal,Belum Terselesaikan
2023-11-17,Sumatera Utara,Penganiayaan,34,Laki-laki,Tukang,Pengaruh Lingkungan,Selesai
2024-06-19,Kalimantan Timur,Pencurian,30,Laki-laki,Pedagang,Pengaruh Lingkungan,Dalam Proses
2024-02-10,Sumatera Selatan,Pencurian,31,Laki-laki,Buruh,Dendam,Selesai
2020-08-21,Kalimantan Timur,Penyalahgunaan Narkoba,40,Perempuan,Guru,Gangguan Mental,Dalam Proses
2023-07-22,Sulawesi Selatan,Penipuan,29,Perempuan,PNS,Dendam,Dalam Proses
2022-12-08,Sulawesi Utara,Penganiayaan,29,Laki-laki,Guru,Tekanan Sosial,Dalam Proses
2024-01-28,Sumatera Utara,Pembunuhan,16,Laki-laki,Perawat,Provokasi,Dalam Proses
2023-06-07,Jawa Barat,Kekerasan Dalam Rumah Tangga,31,Laki-laki,Pedagang,Tekanan Sosial,Selesai
2023-02-01,Jawa Barat,Penganiayaan,32,Laki-laki,Mahasiswa,Ekonomi,Selesai
2024-04-22,Sumatera Selatan,Penipuan,36,Laki-laki,Pedagang,Konflik Personal,Dalam Proses
2023-03-04,Jawa Barat,Pencurian,27,Laki-laki,Polisi,Ketidaktahuan Hukum,Dalam Proses
2024-11-01,Jawa Timur,Pemerkosaan,24,Perempuan,Pedagang,Cemburu,Selesai
2024-11-14,Sulawesi Selatan,Pencurian,28,Laki-laki,Pedagang,Cemburu,Dalam Proses
2024-04-24,Aceh,Penipuan,24,Perempuan,Guru,Ekonomi,Dalam Proses
2022-05-09,Jawa Barat,Penipuan,31,Laki-laki,Pegawai Swasta,Kebutuhan Mendesak,Selesai
2024-02-04,Jawa Barat,Penyalahgunaan Narkoba,46,Perempuan,Perawat,Gangguan Mental,Selesai
2021-08-14,Sumatera Barat,Penganiayaan,38,Laki-laki,Tukang,Cemburu,Selesai
2020-08-28,Jawa Timur,Pencurian,15,Laki-laki,TNI,Cemburu,Selesai
2021-02-19,Maluku,Korupsi,31,Laki-laki,Tidak Bekerja,Keserakahan,Selesai
2024-04-16,Sumatera Selatan,Pencurian,17,Perempuan,Pegawai Swasta,Ekonomi,Belum Terselesaikan
2022-07-28,Sumatera Barat,Penganiayaan,22,Perempuan,Pelajar,Gangguan Mental,Belum Terselesaikan
2023-01-18,Riau,Pencurian,31,Laki-laki,Perawat,Ekonomi,Selesai
2023-05-30,DKI Jakarta,Pemerkosaan,20,Perempuan,TNI,Gangguan Mental,Selesai
2021-05-02,Nusa Tenggara Barat,Penganiayaan,25,Laki-laki,Petani,Keserakahan,Selesai
2023-09-12,Sumatera Utara,Penganiayaan,38,Laki-laki,Pelajar,Gangguan Mental,Belum Terselesaikan
2022-04-19,Jawa Barat,Pencurian,48,Laki-laki,Pelajar,Dendam,Dalam Proses
2023-05-16,Sumatera Utara,Penyalahgunaan Narkoba,42,Perempuan,Sopir,Ekonomi,Selesai
2021-05-16,Sumatera Barat,Pemerkosaan,27,Perempuan,TNI,Provokasi,Selesai
2021-07-23,Sumatera Utara,Kekerasan Dalam Rumah Tangga,25,Laki-laki,Sopir,Ketidaktahuan Hukum,Selesai
2023-02-15,Bali,Pemerkosaan,40,Perempuan,Polisi,Kecanduan,Dalam Proses
2020-04-10,Jawa Tengah,Pencurian,15,Laki-laki,Pedagang,Cemburu,Belum Terselesaikan
2020-04-22,Nusa Tenggara Barat,Pencurian Kendaraan Bermotor,29,Laki-laki,Tukang,Konflik Personal,Dalam Proses
2020-03-16,Kalimantan Selatan,Penganiayaan,35,Laki-laki,Pedagang,Ekonomi,Belum Terselesaikan
2023-09-28,Sumatera Utara,Penipuan,39,Laki-laki,Sopir,Keserakahan,Dalam Proses
2021-09-03,Jawa Tengah,Pencurian,36,Laki-laki,PNS,Dendam,Dalam Proses
2020-04-10,Riau,Pembunuhan,28,Laki-laki,Buruh,Tekanan Sosial,Dalam Proses
2020-12-31,Kalimantan Timur,Kekerasan Dalam Rumah Tangga,21,Laki-laki,Pedagang,Ketidaktahuan Hukum,Selesai
2021-08-05,Sumatera Utara,Pencurian,17,Laki-laki,Sopir,Ketidaktahuan Hukum,Selesai
2023-11-17,DKI Jakarta,Penganiayaan,44,Laki-laki,Guru,Keserakahan,Selesai
2023-03-18,Jawa Tengah,Penipuan,20,Laki-laki,Perawat,Provokasi,Dalam Proses
2020-12-29,Sumatera Selatan,Pembunuhan,25,Laki-laki,Pelajar,Pengaruh Lingkungan,Selesai
2023-03-31,Sulawesi Utara,Penipuan,23,Laki-laki,PNS,Ekonomi,Dalam Proses
2020-07-09,Jawa Barat,Penipuan,42,Laki-laki,Perawat,Kebutuhan Mendesak,Selesai
2021-10-23,Jawa Barat,Penganiayaan,32,Laki-laki,PNS,Tekanan Sosial,Belum Terselesaikan
2024-08-06,Sumatera Selatan,Penipuan,33,Perempuan,Buruh,Tekanan Sosial,Dalam Proses
2024-09-23,Kalimantan Selatan,Pencurian,37,Laki-laki,Wiraswasta,Dendam,Dalam Proses
2021-08-22,Sumatera Barat,Pembunuhan,27,Laki-laki,Pelajar,Cemburu,Selesai
2020-09-06,DKI Jakarta,Penyalahgunaan Narkoba,21,Laki-laki,Guru,Kebutuhan Mendesak,Selesai
2021-11-05,Jawa Barat,Penipuan,41,Laki-laki,Wiraswasta,Tekanan Sosial,Dalam Proses
2022-12-10,Sulawesi Selatan,Penyalahgunaan Narkoba,23,Laki-laki,Petani,Pengaruh Lingkungan,Selesai
2021-03-04,Jawa Timur,Pemerkosaan,32,Laki-laki,Sopir,Ekonomi,Selesai
2020-08-11,Maluku,Pencurian Kendaraan Bermotor,25,Laki-laki,Sopir,Pengaruh Lingkungan,Dalam Proses
2023-07-12,DKI Jakarta,Pencurian,43,Laki-laki,Wiraswasta,Dendam,Selesai
2022-09-17,DKI Jakarta,Penipuan,27,Laki-laki,Guru,Pengaruh Lingkungan,Selesai
2023-05-23,Kalimantan Selatan,Pembunuhan,27,Laki-laki,TNI,Pengaruh Lingkungan,Selesai
2021-08-11,DKI Jakarta,Pencurian,30,Perempuan,Mahasiswa,Keserakahan,Dalam Proses
2024-10-02,Jawa Timur,Pencurian,15,Perempuan,PNS,Kebutuhan Mendesak,Selesai
2022-12-12,Kalimantan Selatan,Penganiayaan,31,Perempuan,Sopir,Keserakahan,Selesai
2021-12-25,Sumatera Utara,Penipuan,29,Perempuan,TNI,Cemburu,Selesai
2023-06-12,DKI Jakarta,Penipuan,28,Laki-laki,Sopir,Gangguan Mental,Selesai
2022-11-30,DKI Jakarta,Pencurian Kendaraan Bermotor,19,Perempuan,Guru,Ketidaktahuan Hukum,Dalam Proses
2022-10-16,Jawa Timur,Perampokan,16,Laki-laki,Pelajar,Cemburu,Selesai
2024-12-14,Jawa Barat,Kekerasan Dalam Rumah Tangga,27,Laki-laki,Sopir,Kecanduan,Selesai
2023-12-22,Sumatera Utara,Penipuan,18,Perempuan,Pegawai Swasta,Kecanduan,Selesai
2020-01-04,Sumatera Selatan,Penyalahgunaan Narkoba,29,Perempuan,Buruh,Ekonomi,Dalam Proses
2022-08-10,Sumatera Selatan,Penipuan,40,Perempuan,Tukang,Dendam,Selesai
2024-02-19,Jawa Timur,Perampokan,28,Laki-laki,Polisi,Kecanduan,Selesai
2024-06-25,Jawa Timur,Penyalahgunaan Narkoba,27,Laki-laki,Sopir,Tekanan Sosial,Selesai
2022-04-27,DKI Jakarta,Penganiayaan,28,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2021-12-17,Kalimantan Timur,Perampokan,21,Perempuan,Wiraswasta,Ketidaktahuan Hukum,Selesai
2021-03-10,Sulawesi Selatan,Penganiayaan,17,Perempuan,Tidak Bekerja,Ketidaktahuan Hukum,Dalam Proses
2021-02-16,Kalimantan Timur,Pemerkosaan,28,Laki-laki,Guru,Kebutuhan Mendesak,Selesai
2021-06-05,Sulawesi Selatan,Penyalahgunaan Narkoba,33,Laki-laki,Perawat,Dendam,Selesai
2021-09-22,Kalimantan Timur,Penipuan,41,Laki-laki,Pegawai Swasta,Provokasi,Selesai
2023-01-31,Jawa Barat,Pencurian,27,Laki-laki,PNS,Ekonomi,Selesai
2020-08-21,Sumatera Utara,Pencurian,27,Perempuan,Tukang,Konflik Personal,Dalam Proses
2021-11-30,Sumatera Utara,Penyalahgunaan Narkoba,30,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Dalam Proses
2023-03-11,Jawa Tengah,Pembunuhan,28,Laki-laki,Sopir,Ekonomi,Belum Terselesaikan
2024-08-31,Jawa Tengah,Penyalahgunaan Narkoba,27,Laki-laki,Pedagang,Kecanduan,Selesai
2021-11-07,Sumatera Selatan,Pencurian Kendaraan Bermotor,37,Laki-laki,Polisi,Konflik Personal,Selesai
2023-10-09,Bali,Penipuan,31,Laki-laki,Pelajar,Gangguan Mental,Selesai
2024-06-20,Jawa Barat,Penyalahgunaan Narkoba,32,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Selesai
2020-10-05,Jawa Timur,Penganiayaan,41,Perempuan,Pelajar,Cemburu,Dalam Proses
2023-07-08,DKI Jakarta,Korupsi,41,Laki-laki,Pelajar,Provokasi,Dalam Proses
2021-11-17,Jawa Barat,Penipuan,26,Laki-laki,Pelajar,Tekanan Sosial,Selesai
2024-02-29,DKI Jakarta,Pencurian,30,Laki-laki,Tidak Bekerja,Provokasi,Dalam Proses
2021-09-05,Jawa Barat,Pencurian Kendaraan Bermotor,23,Perempuan,Sopir,Pengaruh Lingkungan,Selesai
2023-10-20,Sumatera Selatan,Pencurian,28,Laki-laki,PNS,Provokasi,Selesai
2023-01-02,DKI Jakarta,Penipuan,34,Laki-laki,Tidak Bekerja,Kecanduan,Selesai
2023-03-28,Jawa Timur,Pencurian,24,Perempuan,Tukang,Konflik Personal,Selesai
2024-06-25,Sumatera Selatan,Penipuan,26,Laki-laki,TNI,Konflik Personal,Dalam Proses
2020-05-15,Sumatera Utara,Penipuan,26,Laki-laki,Pedagang,Kebutuhan Mendesak,Selesai
2024-09-17,Kalimantan Timur,Pencurian,48,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2022-02-07,Jawa Barat,Penganiayaan,26,Laki-laki,Tukang,Provokasi,Selesai
2024-09-21,Sulawesi Selatan,Perampokan,22,Perempuan,Pedagang,Keserakahan,Selesai
2023-05-25,Jawa Barat,Pembunuhan,33,Laki-laki,Mahasiswa,Cemburu,Selesai
